Sample_name	breakend.1	breakend.2	Length.IS	IS.deletion	IS.insertion	translocation
FXNHighAAV	1003	706	353	0	0	FALSE
FXNHighAAV	457	3695	2358	0	0	FALSE
FXNHighAAV	769	4452	4626	0	0	FALSE
FXNHighAAV	769	4452	4626	0	0	FALSE
FXNHighAAV	1009	3700	899	0	0	FALSE
FXNHighAAV	498	749	250	0	20	FALSE
FXNHighAAV	3130	3247	116	0	0	FALSE
FXNHighAAV	5512	3346	2165	0	0	FALSE
FXNHighAAV	5512	3346	2165	0	0	FALSE
FXNHighAAV	3247	3041	204	0	28	FALSE
FXNHighAAV	3247	3041	205	0	28	FALSE
FXNHighAAV	3170	2129	1034	0	0	FALSE
FXNHighAAV	1154	1199	44	0	0	FALSE
FXNHighAAV	459	691	727	0	0	FALSE
FXNHighAAV	3329	3240	1202	0	3	FALSE
FXNHighAAV	450	634	183	0	0	FALSE
FXNHighAAV	2202	3232	1023	0	0	FALSE
FXNHighAAV	239	3876	649	0	0	FALSE
FXNHighAAV	2535	2133	395	0	0	FALSE
FXNHighAAV	459	4622	1423	0	7	FALSE
FXNHighAAV	2535	2133	396	0	0	FALSE
FXNHighAAV	459	4622	1432	0	7	FALSE
FXNHighAAV	4622	459	1433	0	0	FALSE
FXNHighAAV	2133	2535	395	0	0	FALSE
FXNHighAAV	4622	459	1441	0	0	FALSE
FXNHighAAV	2133	2535	398	0	0	FALSE
FXNHighAAV	2535	2133	395	0	0	FALSE
FXNHighAAV	459	4622	1433	0	7	FALSE
FXNHighAAV	1054	1457	422	0	0	FALSE
FXNHighAAV	961	1031	69	0	0	FALSE
FXNHighAAV	4821	452	1227	0	0	FALSE
FXNHighAAV	4595	5407	811	0	0	FALSE
FXNHighAAV	3009	3204	1002	0	0	FALSE
FXNHighAAV	4776	3617	1158	0	0	FALSE
FXNHighAAV	425	4641	1381	0	1	FALSE
FXNHighAAV	2213	3225	1005	0	0	FALSE
FXNHighAAV	457	1	455	0	0	FALSE
FXNHighAAV	1	457	454	0	0	FALSE
FXNHighAAV	3225	2213	1003	0	0	FALSE
FXNHighAAV	695	416	278	0	47	FALSE
FXNHighAAV	416	695	278	0	47	FALSE
FXNHighAAV	287	510	529	0	7	FALSE
FXNHighAAV	491	538	46	0	0	FALSE
FXNHighAAV	454	4334	1715	0	0	FALSE
FXNHighAAV	3247	2357	1259	42	3	FALSE
FXNHighAAV	2357	3247	1259	42	3	FALSE
FXNHighAAV	2556	3240	683	0	0	FALSE
FXNHighAAV	496	752	255	0	3	FALSE
FXNHighAAV	2624	803	1001	0	0	FALSE
FXNHighAAV	1733	1625	107	0	0	FALSE
FXNHighAAV	3247	2455	791	0	22	FALSE
FXNHighAAV	2455	3247	791	0	22	FALSE
FXNHighAAV	2371	3173	814	0	2	FALSE
FXNHighAAV	3282	3871	593	0	0	FALSE
FXNHighAAV	2370	3173	802	0	0	FALSE
FXNHighAAV	3282	3871	580	0	0	FALSE
FXNHighAAV	3247	2822	424	61	28	FALSE
FXNHighAAV	5113	3114	1943	0	1	FALSE
FXNHighAAV	3114	5114	1945	0	1	FALSE
FXNHighAAV	1057	754	302	0	1	FALSE
FXNHighAAV	1078	2007	1411	0	0	FALSE
FXNHighAAV	5531	3278	2244	0	0	FALSE
FXNHighAAV	497	995	497	0	0	FALSE
FXNHighAAV	3135	2830	304	0	0	FALSE
FXNHighAAV	447	1	445	0	0	FALSE
FXNHighAAV	1844	4308	2449	0	0	FALSE
FXNHighAAV	3381	459	2546	0	1	FALSE
FXNHighAAV	586	2171	1980	0	9	FALSE
FXNHighAAV	2930	2705	225	0	0	FALSE
FXNHighAAV	2705	2930	223	0	0	FALSE
FXNHighAAV	2171	586	1967	0	9	FALSE
FXNHighAAV	586	2171	1959	0	9	FALSE
FXNHighAAV	2930	2705	224	0	0	FALSE
FXNHighAAV	3194	3329	134	0	0	FALSE
FXNHighAAV	2948	3176	227	0	0	FALSE
FXNHighAAV	1099	1236	136	0	0	FALSE
FXNHighAAV	459	180	278	0	0	FALSE
FXNHighAAV	2350	2173	170	0	0	FALSE
FXNHighAAV	1958	3256	1290	0	0	FALSE
FXNHighAAV	489	978	488	0	0	FALSE
FXNHighAAV	978	489	488	0	0	FALSE
FXNHighAAV	3256	1958	1290	0	0	FALSE
FXNHighAAV	5321	3281	2031	0	4	FALSE
FXNHighAAV	3281	5321	2031	0	4	FALSE
FXNHighAAV	418	1013	594	33	0	FALSE
FXNHighAAV	1013	418	589	33	0	FALSE
FXNHighAAV	1013	418	594	33	0	FALSE
FXNHighAAV	1013	418	594	33	0	FALSE
FXNHighAAV	743	498	215	0	0	FALSE
FXNHighAAV	3056	1961	1032	0	0	FALSE
FXNHighAAV	743	498	215	0	0	FALSE
FXNHighAAV	3056	1961	1032	0	0	FALSE
FXNHighAAV	2064	2772	701	0	0	FALSE
FXNHighAAV	5479	3337	2140	0	5	FALSE
FXNHighAAV	3214	2772	441	0	0	FALSE
FXNHighAAV	2772	3214	441	0	0	FALSE
FXNHighAAV	3337	5479	2142	0	5	FALSE
FXNHighAAV	1927	425	1554	0	34	FALSE
FXNHighAAV	512	999	488	0	0	FALSE
FXNHighAAV	1974	3259	1278	0	0	FALSE
FXNHighAAV	2269	3230	954	0	0	FALSE
FXNHighAAV	3902	3286	585	0	2	FALSE
FXNHighAAV	2135	3222	1080	0	0	FALSE
FXNHighAAV	3222	2135	1072	0	0	FALSE
FXNHighAAV	2135	3222	1081	0	0	FALSE
FXNHighAAV	3222	2135	1080	0	0	FALSE
FXNHighAAV	2855	1901	965	0	0	FALSE
FXNHighAAV	2855	1901	948	0	0	FALSE
FXNHighAAV	2528	3158	629	0	33	FALSE
FXNHighAAV	2573	3253	679	0	0	FALSE
FXNHighAAV	3180	3247	66	0	0	FALSE
FXNHighAAV	2928	3247	1134	0	8	FALSE
FXNHighAAV	5149	3286	1854	0	0	FALSE
FXNHighAAV	1022	504	517	0	0	FALSE
FXNHighAAV	2220	3258	1031	0	0	FALSE
FXNHighAAV	2962	3329	366	0	0	FALSE
FXNHighAAV	3329	2962	365	0	0	FALSE
FXNHighAAV	3258	2219	1030	0	0	FALSE
FXNHighAAV	1046	505	539	0	0	FALSE
FXNHighAAV	505	1046	540	0	0	FALSE
FXNHighAAV	2279	3250	965	0	0	FALSE
FXNHighAAV	869	821	47	0	16	TRUE
FXNHighAAV	2227	2132	94	0	34	TRUE
FXNHighAAV	4638	4545	92	0	0	FALSE
FXNHighAAV	869	821	47	0	16	TRUE
FXNHighAAV	2227	2130	96	0	33	TRUE
FXNHighAAV	4638	4545	91	0	0	FALSE
FXNHighAAV	997	4596	1962	0	1	FALSE
FXNHighAAV	993	492	500	0	0	FALSE
FXNHighAAV	993	492	500	0	0	FALSE
FXNHighAAV	498	1005	562	0	10	FALSE
FXNHighAAV	1083	2047	1824	0	0	FALSE
FXNHighAAV	3025	2522	502	0	0	FALSE
FXNHighAAV	3025	2522	502	0	0	FALSE
FXNHighAAV	669	3063	313	0	0	FALSE
FXNHighAAV	3257	3012	244	3	0	FALSE
FXNHighAAV	994	2896	876	0	0	FALSE
FXNHighAAV	491	781	288	4008445	0	FALSE
FXNHighAAV	2166	3247	1074	0	9	FALSE
FXNHighAAV	2265	3247	975	0	6	FALSE
FXNHighAAV	2265	3244	972	0	6	FALSE
FXNHighAAV	3247	2747	499	2	11	FALSE
FXNHighAAV	5268	3239	579	0	1	FALSE
FXNHighAAV	1992	3247	1248	0	11	FALSE
FXNHighAAV	1992	3247	1248	0	9	FALSE
FXNHighAAV	5268	3239	579	0	0	FALSE
FXNHighAAV	3247	2460	786	0	6	FALSE
FXNHighAAV	498	1024	525	0	0	FALSE
FXNHighAAV	498	1024	525	0	0	FALSE
FXNHighAAV	944	1845	2091	0	2	FALSE
FXNHighAAV	3232	2023	1203	0	0	FALSE
FXNHighAAV	322	467	144	0	0	FALSE
FXNHighAAV	2156	644	1212	0	0	FALSE
FXNHighAAV	3064	3247	688	0	0	FALSE
FXNHighAAV	3064	3242	683	0	0	FALSE
FXNHighAAV	496	1005	508	0	0	FALSE
FXNHighAAV	3250	2529	720	0	0	FALSE
FXNHighAAV	2439	2909	469	0	0	FALSE
FXNHighAAV	433	2777	596	0	1	FALSE
FXNHighAAV	3211	2335	875	0	0	FALSE
FXNHighAAV	1023	2825	935	0	0	FALSE
FXNHighAAV	996	2825	873	0	38	FALSE
FXNHighAAV	3250	3184	65	0	0	FALSE
FXNHighAAV	2089	2784	678	0	0	FALSE
FXNHighAAV	205	420	214	0	0	FALSE
FXNHighAAV	3286	3978	682	0	0	FALSE
FXNHighAAV	2722	3184	119	0	0	FALSE
FXNHighAAV	2089	2784	688	0	0	FALSE
FXNHighAAV	205	420	214	0	0	FALSE
FXNHighAAV	3286	3978	683	0	0	FALSE
FXNHighAAV	1057	2470	1294	0	1	FALSE
FXNHighAAV	1054	2473	1281	0	3	FALSE
FXNHighAAV	1417	1361	55	0	0	FALSE
FXNHighAAV	3247	2024	1217	0	0	FALSE
FXNHighAAV	3148	2374	773	0	0	FALSE
FXNHighAAV	1010	3576	2998	0	0	FALSE
FXNHighAAV	1007	3576	3015	0	0	FALSE
FXNHighAAV	742	603	138	0	0	FALSE
FXNHighAAV	3248	2948	298	0	2	FALSE
FXNHighAAV	2948	3248	299	0	2	FALSE
FXNHighAAV	3155	2933	221	0	0	FALSE
FXNHighAAV	712	947	234	0	0	FALSE
FXNHighAAV	4228	3279	940	0	25	FALSE
FXNHighAAV	3261	2194	1060	0	0	FALSE
FXNHighAAV	991	933	632	0	0	FALSE
FXNHighAAV	591	494	96	0	80	TRUE
FXNHighAAV	3153	2539	882	0	0	FALSE
FXNHighAAV	45	3716	617	0	0	FALSE
FXNHighAAV	3305	4095	781	0	41	FALSE
FXNHighAAV	2819	3328	508	0	0	FALSE
FXNHighAAV	2248	2353	221	0	16	FALSE
FXNHighAAV	3438	459	2604	0	0	FALSE
FXNHighAAV	459	3438	2617	0	0	FALSE
FXNHighAAV	660	1023	362	0	1	FALSE
FXNHighAAV	2101	2290	188	0	0	FALSE
FXNHighAAV	3326	3283	42	0	0	FALSE
FXNHighAAV	1069	2214	1762	0	24	FALSE
FXNHighAAV	4476	4681	204	0	2	FALSE
FXNHighAAV	1	803	801	0	637	FALSE
FXNHighAAV	2886	2083	797	0	0	FALSE
FXNHighAAV	3247	3177	69	0	0	FALSE
FXNHighAAV	2968	3329	337	0	71	FALSE
FXNHighAAV	2227	2917	680	0	0	FALSE
FXNHighAAV	1	468	466	0	5	FALSE
FXNHighAAV	2473	2953	479	0	4	FALSE
FXNHighAAV	2333	2229	333	0	0	FALSE
FXNHighAAV	2378	2924	545	0	0	FALSE
FXNHighAAV	3482	3217	1672	0	0	FALSE
FXNHighAAV	3482	3217	1680	0	0	FALSE
FXNHighAAV	2920	3324	371	0	0	FALSE
FXNHighAAV	3324	2920	371	0	0	FALSE
FXNHighAAV	3141	2777	363	0	0	FALSE
FXNHighAAV	2485	1996	496	0	0	FALSE
FXNHighAAV	3247	2478	768	0	27	FALSE
FXNHighAAV	507	570	62	0	0	FALSE
FXNHighAAV	3247	2582	663	0	5	FALSE
FXNHighAAV	1700	1703	188	0	0	FALSE
FXNHighAAV	3225	2777	782	0	9	FALSE
FXNHighAAV	3225	2777	782	0	9	FALSE
FXNHighAAV	1855	3247	1385	0	12	FALSE
FXNHighAAV	5280	307	2902	0	0	FALSE
FXNHighAAV	2639	3247	607	0	1492	FALSE
FXNHighAAV	2921	3329	407	0	2	FALSE
FXNHighAAV	1130	1179	48	0	43	FALSE
FXNHighAAV	1179	1130	48	0	43	FALSE
FXNHighAAV	1189	1409	224	0	0	FALSE
FXNHighAAV	2910	3247	623	0	0	FALSE
FXNHighAAV	2582	3134	551	0	0	FALSE
FXNHighAAV	561	4728	705	0	25	FALSE
FXNHighAAV	719	995	275	0	0	FALSE
FXNHighAAV	3126	3294	221	0	0	FALSE
FXNHighAAV	3205	2575	629	0	0	FALSE
FXNHighAAV	2641	3244	626	32319	31	FALSE
FXNHighAAV	3247	2641	605	32304	9	FALSE
FXNHighAAV	1713	2117	487	0	0	FALSE
FXNHighAAV	2743	2278	458	0	0	FALSE
FXNHighAAV	1003	1870	1988	0	0	FALSE
FXNHighAAV	832	484	347	0	0	FALSE
FXNHighAAV	973	801	329	0	23	FALSE
FXNHighAAV	699	998	300	0	0	FALSE
FXNHighAAV	998	800	342	0	0	FALSE
FXNHighAAV	3247	2466	791	0	1	FALSE
FXNHighAAV	3247	2466	780	0	1	FALSE
FXNHighAAV	2466	3247	780	0	1	FALSE
FXNHighAAV	3247	2466	780	0	1	FALSE
FXNHighAAV	2196	3181	978	0	0	FALSE
FXNHighAAV	2350	2359	1023	0	0	FALSE
FXNHighAAV	2814	2246	561	0	0	FALSE
FXNHighAAV	3118	3245	126	302579	0	FALSE
FXNHighAAV	2578	3234	651	0	0	FALSE
FXNHighAAV	3593	3288	296	0	0	FALSE
FXNHighAAV	3189	2711	477	0	0	FALSE
FXNHighAAV	983	4001	2543	0	0	FALSE
FXNHighAAV	983	4001	2531	0	0	FALSE
FXNHighAAV	2855	4305	1420	0	0	FALSE
FXNHighAAV	2855	4305	1408	0	0	FALSE
FXNHighAAV	491	764	272	0	0	FALSE
FXNHighAAV	2312	1897	1453	0	0	FALSE
FXNHighAAV	2312	1897	1453	0	0	FALSE
FXNHighAAV	3287	2139	1141	0	1	FALSE
FXNHighAAV	2139	3287	1134	0	1	FALSE
FXNHighAAV	2598	741	579	0	0	FALSE
FXNHighAAV	3247	2696	550	0	0	FALSE
FXNHighAAV	624	498	125	0	0	FALSE
FXNHighAAV	624	505	126	0	0	FALSE
FXNHighAAV	223	2223	3567	0	0	FALSE
FXNHighAAV	2489	2306	182	0	0	FALSE
FXNHighAAV	537	490	46	0	0	FALSE
FXNHighAAV	3276	2474	833	0	0	FALSE
FXNHighAAV	2474	3247	823	0	7	FALSE
FXNHighAAV	490	537	46	0	0	FALSE
FXNHighAAV	2306	2489	182	0	0	FALSE
FXNHighAAV	2864	2790	73	0	0	FALSE
FXNHighAAV	627	5550	586	0	0	FALSE
FXNHighAAV	5550	627	586	0	0	FALSE
FXNHighAAV	2324	2091	229	0	1	FALSE
FXNHighAAV	3247	2317	929	0	0	FALSE
FXNHighAAV	2317	3247	923	0	0	FALSE
FXNHighAAV	2091	2324	225	0	0	FALSE
FXNHighAAV	2324	2091	226	0	1	FALSE
FXNHighAAV	3247	2317	929	0	0	FALSE
FXNHighAAV	4718	3428	1289	0	0	FALSE
FXNHighAAV	3247	2632	614	0	52	FALSE
FXNHighAAV	2404	1096	1550	0	0	FALSE
FXNHighAAV	2770	1862	900	0	0	FALSE
FXNHighAAV	1862	2770	901	0	0	FALSE
FXNHighAAV	2770	1862	900	0	0	FALSE
FXNHighAAV	2747	2257	483	0	1	FALSE
FXNHighAAV	1885	3234	1341	0	0	FALSE
FXNHighAAV	3042	1856	1179	0	0	FALSE
FXNHighAAV	2522	2925	402	0	0	FALSE
FXNHighAAV	3329	2414	914	0	0	FALSE
FXNHighAAV	5240	3014	798	0	1	FALSE
FXNHighAAV	5240	3014	798	0	1	FALSE
FXNHighAAV	3254	2714	539	0	1	FALSE
FXNHighAAV	3281	4753	1463	0	0	FALSE
FXNHighAAV	4585	761	2783	0	0	FALSE
FXNHighAAV	3286	5317	2022	0	7	FALSE
FXNHighAAV	3286	5317	2022	0	7	FALSE
FXNHighAAV	1333	1483	149	0	0	FALSE
FXNHighAAV	3240	5377	2134	0	0	FALSE
FXNHighAAV	696	467	228	0	0	FALSE
FXNHighAAV	942	416	497	0	55	FALSE
FXNHighAAV	3049	2036	1005	0	2	FALSE
FXNHighAAV	2760	2847	87	0	0	FALSE
FXNHighAAV	957	1821	1933	0	0	FALSE
FXNHighAAV	2004	3247	1235	0	0	FALSE
FXNHighAAV	2004	3247	1234	0	0	FALSE
FXNHighAAV	2004	3247	1225	0	0	FALSE
FXNHighAAV	414	958	517	0	0	FALSE
FXNHighAAV	646	498	147	0	0	FALSE
FXNHighAAV	2221	3246	1018	0	0	FALSE
FXNHighAAV	2312	2892	579	0	0	FALSE
FXNHighAAV	3153	3243	89	0	0	FALSE
FXNHighAAV	498	3247	1308	0	0	FALSE
FXNHighAAV	498	696	197	0	0	FALSE
FXNHighAAV	5513	343	426	0	0	FALSE
FXNHighAAV	3247	2185	1055	0	5	FALSE
FXNHighAAV	3247	2668	578	0	0	FALSE
FXNHighAAV	3249	1861	1381	0	0	FALSE
FXNHighAAV	3204	2357	456	0	0	FALSE
FXNHighAAV	736	498	237	1	0	FALSE
FXNHighAAV	3681	3288	384	0	0	FALSE
FXNHighAAV	2856	2534	321	0	0	FALSE
FXNHighAAV	415	2912	3048	0	9	FALSE
FXNHighAAV	415	2912	3041	0	9	FALSE
FXNHighAAV	3247	3115	131	0	21	FALSE
FXNHighAAV	3277	5522	2236	0	1	FALSE
FXNHighAAV	754	469	290	0	0	FALSE
FXNHighAAV	561	1	537	0	0	FALSE
FXNHighAAV	3279	4085	797	0	0	FALSE
FXNHighAAV	4085	3279	797	0	0	FALSE
FXNHighAAV	1	561	537	0	0	FALSE
FXNHighAAV	3247	2880	366	0	30	FALSE
FXNHighAAV	3247	2806	438	0	0	FALSE
FXNHighAAV	2544	3232	687	0	0	FALSE
FXNHighAAV	3247	2223	1017	0	4	TRUE
FXNHighAAV	3247	2970	276	35737251	1	FALSE
FXNHighAAV	793	3167	372	0	68	FALSE
FXNHighAAV	1342	1281	60	0	1	FALSE
FXNHighAAV	759	3252	544	0	0	FALSE
FXNHighAAV	498	1120	629	0	9	FALSE
FXNHighAAV	760	3252	545	0	0	FALSE
FXNHighAAV	498	1120	623	0	10	FALSE
FXNHighAAV	1120	498	622	0	8	FALSE
FXNHighAAV	3252	3089	162	0	0	FALSE
FXNHighAAV	1069	760	372	0	0	FALSE
FXNHighAAV	741	498	323	0	0	FALSE
FXNHighAAV	3414	4614	1199	0	0	FALSE
FXNHighAAV	4399	4798	398	0	0	FALSE
FXNHighAAV	3286	4390	1094	0	3	FALSE
FXNHighAAV	4389	3286	1087	0	0	FALSE
FXNHighAAV	4798	3414	1601	0	0	FALSE
FXNHighAAV	3414	4614	1198	0	0	FALSE
FXNHighAAV	4399	4798	398	0	0	FALSE
FXNHighAAV	3286	4390	1095	0	3	FALSE
FXNHighAAV	4937	3292	1635	0	0	FALSE
FXNHighAAV	4937	3292	1635	0	0	FALSE
FXNHighAAV	1	459	457	0	22	FALSE
FXNHighAAV	695	860	164	0	0	FALSE
FXNHighAAV	3284	4496	1203	11	0	FALSE
FXNHighAAV	4496	3284	1204	11	0	FALSE
FXNHighAAV	1011	2830	1169	0	3	FALSE
FXNHighAAV	2829	605	717	0	0	FALSE
FXNHighAAV	3246	3037	208	0	0	FALSE
FXNHighAAV	2836	2563	272	0	0	FALSE
FXNHighAAV	2364	2953	588	0	0	FALSE
FXNHighAAV	2953	2364	588	0	0	FALSE
FXNHighAAV	17	381	363	0	34	FALSE
FXNHighAAV	3257	3787	1359	0	0	FALSE
FXNHighAAV	942	502	439	0	8	FALSE
FXNHighAAV	2157	3278	1114	0	0	FALSE
FXNLowAAV	484	785	300	1	0	FALSE
FXNLowAAV	484	785	301	1	0	FALSE
FXNLowAAV	469	1006	536	0	0	FALSE
FXNLowAAV	543	985	441	0	0	FALSE
FXNLowAAV	985	543	441	0	0	FALSE
FXNLowAAV	469	3245	343	0	1	FALSE
FXNLowAAV	3247	2572	674	0	7	FALSE
FXNLowAAV	2572	3247	675	0	7	FALSE
FXNLowAAV	3247	2572	678	0	7	FALSE
FXNLowAAV	3247	2880	366	7	2	FALSE
FXNLowAAV	3247	2880	370	7	2	FALSE
FXNLowAAV	3286	5325	2030	4	1	FALSE
FXNLowAAV	3286	5325	2038	7	5	FALSE
FXNLowAAV	5325	3286	2017	4	1	FALSE
FXNLowAAV	305	459	153	4	0	FALSE
FXNLowAAV	305	459	153	4	0	FALSE
FXNLowAAV	459	305	153	4	0	FALSE
FXNLowAAV	2228	2668	432	0	0	FALSE
FXNLowAAV	785	496	288	2	0	FALSE
FXNLowAAV	496	785	288	2	0	FALSE
FXNLowAAV	459	22	434	12	5	FALSE
FXNLowAAV	459	22	436	12	5	FALSE
FXNLowAAV	22	459	436	12	5	FALSE
FXNLowAAV	3440	739	2844	0	0	FALSE
FXNMidAAV02	786	719	66	0	0	FALSE
FXNMidAAV02	3247	2244	996	0	0	FALSE
FXNMidAAV02	3247	2555	907	0	0	FALSE
FXNMidAAV02	3575	279	2301	0	0	FALSE
FXNMidAAV02	618	1116	499	0	0	FALSE
FXNMidAAV02	903	518	384	0	1	FALSE
FXNMidAAV02	518	1005	486	0	1	FALSE
FXNMidAAV02	3184	142	2546	0	0	FALSE
FXNMidAAV02	3324	983	623	0	0	FALSE
FXNMidAAV02	416	795	378	0	8	FALSE
FXNMidAAV02	3247	2839	407	2	10	FALSE
FXNMidAAV02	3249	2453	837	46	15	FALSE
FXNMidAAV02	2453	3249	795	32	0	FALSE
FXNMidAAV02	4381	3276	1096	0	0	FALSE
FXNMidAAV02	3234	2064	1163	0	2	FALSE
FXNMidAAV02	3247	2395	851	0	0	FALSE
FXNMidAAV02	490	776	285	3	0	FALSE
FXNMidAAV02	2540	1399	1128	0	0	FALSE
FXNMidAAV02	3083	2165	911	0	0	FALSE
FXNMidAAV02	2166	417	1216	44	0	FALSE
FXNMidAAV02	496	983	486	0	1	FALSE
FXNMidAAV02	2510	2962	452	0	0	FALSE
FXNMidAAV02	2515	2962	446	0	0	FALSE
FXNMidAAV02	1607	1656	48	0	0	FALSE
FXNMidAAV02	1607	1656	48	0	0	FALSE
FXNMidAAV02	1608	1656	47	0	0	FALSE
FXNMidAAV02	615	491	123	0	0	FALSE
FXNMidAAV02	2987	3247	259	7	0	FALSE
FXNMidAAV02	459	251	208	7	7	FALSE
FXNMidAAV02	251	459	206	7	7	FALSE
FXNMidAAV02	459	251	207	7	7	FALSE
FXNMidAAV02	2097	3247	1143	0	1	FALSE
FXNMidAAV02	3247	2173	1067	7	21	FALSE
FXNMidAAV02	3247	2173	1067	7	21	FALSE
FXNMidAAV02	2173	3247	1067	7	21	FALSE
FXNMidAAV02	3247	2173	1065	7	21	FALSE
FXNMidAAV	2883	2387	495	0	54	TRUE
FXNMidAAV	498	1040	541	0	0	FALSE
FXNMidAAV	1040	498	541	0	0	FALSE
FXNMidAAV	3286	2603	682	0	0	FALSE
FXNMidAAV	2889	2592	296	0	0	FALSE
FXNMidAAV	446	56	389	0	9	FALSE
FXNMidAAV	349	1948	1611	0	0	FALSE
FXNMidAAV	908	3322	546	0	1	FALSE
FXNMidAAV	462	3373	2690	0	2	FALSE
FXNMidAAV	462	3361	2697	0	44	FALSE
FXNMidAAV	462	3361	2697	0	53	FALSE
FXNMidAAV	3307	4463	1147	0	0	FALSE
FXNMidAAV	3361	462	2695	0	7	FALSE
FXNMidAAV	469	895	425	0	24	FALSE
FXNMidAAV	442	3623	2415	0	1	FALSE
FXNMidAAV	4948	1005	1607	0	0	FALSE
FXNMidAAV	3250	1980	1263	0	3	FALSE
FXNMidAAV	659	457	2829	0	18	FALSE
FXNMidAAV	3261	2905	355	0	0	FALSE
FXNMidAAV	2795	3245	449	233	0	FALSE
FXNMidAAV	657	926	493	0	6	FALSE
FXNMidAAV	2228	2617	382	0	0	FALSE
FXNMidAAV	2617	2228	382	0	0	FALSE
FXNMidAAV	3247	2473	773	0	2	FALSE
FXNMidAAV	2473	3247	785	0	12	FALSE
FXNMidAAV	3247	2473	776	0	2	FALSE
FXNMidAAV	1035	498	536	0	0	FALSE
FXNMidAAV	3153	2359	984	0	0	FALSE
FXNMidAAV	1035	498	536	0	0	FALSE
FXNMidAAV	3153	2359	984	0	0	FALSE
FXNMidAAV	948	588	530	0	0	FALSE
FXNMidAAV	624	5520	622	0	6	FALSE
FXNMidAAV	2124	3151	1020	0	0	FALSE
FXNMidAAV	1229	1485	255	0	0	FALSE
FXNMidAAV	2878	2541	336	0	0	FALSE
FXNMidAAV	2153	3247	1087	0	0	FALSE
FXNMidAAV	3900	2411	1188	0	0	FALSE
FXNMidAAV	2511	3120	608	0	0	FALSE
FXNMidAAV	3120	2511	615	0	0	FALSE
FXNMidAAV	2910	2369	541	0	0	FALSE
FXNMidAAV	2255	2845	582	0	0	FALSE
FXNMidAAV	3038	995	816	0	0	FALSE
FXNMidAAV	3038	994	815	0	0	FALSE
FXNVehicleControl	3901	5599	1693	0	7	FALSE
FXNVehicleControl	2955	3175	215	0	0	FALSE
lrTESControlspikein	3799	401	2198	0	0	FALSE
lrTESControlspikein	559	1107	545	0	0	FALSE
lrTESControlspikein	401	1	400	0	0	FALSE
lrTESControlspikein	5592	3360	2241	0	0	FALSE
lrTESControlspikein	3184	2437	755	0	0	FALSE
lrTESControlspikein	401	3360	2637	34864	0	FALSE
lrTESControlspikein	3184	2616	567	0	0	FALSE
lrTESControlspikein	401	3360	2637	34864	0	FALSE
lrTESControlspikein	3184	2435	747	0	0	FALSE
lrTESControlspikein	401	3360	2637	34864	0	FALSE
lrTESControlspikein	3184	2437	746	0	0	FALSE
lrTESControlspikein	4753	3360	1386	0	0	FALSE
lrTESControlspikein	3184	2420	762	4149	0	FALSE
lrTESControlspikein	2616	3184	567	0	0	FALSE
lrTESControlspikein	3360	401	2637	34864	0	FALSE
lrTESControlspikein	4969	3360	1608	0	0	FALSE
lrTESControlspikein	3184	2420	763	4149	0	FALSE
lrTESControlspikein	2420	3184	763	4149	0	FALSE
